"1";"1";"locate the air conditioner ."
"1";"2";"change the fan setting ."
"1";"3";"change the coolness setting ."
"2";"1";"locate ac ."
"2";"2";"turn switch on ."
"3";"1";"locate ac unit ."
"3";"2";"turn switch on ."
"4";"1";"locate the air conditioner ."
"4";"2";"go to the air conditioner ."
"4";"3";"locate the switch/knob ."
"4";"4";"switch/turn the air conditioner on ."
"5";"1";"approach the air conditioner ."
"5";"2";"turn the knob to the on position ."
"6";"1";"locating the air conditioner ."
"6";"2";"pressing a button or turning a knob on the air conditioner ."
"7";"1";"go to air conditioner ."
"7";"2";"move button to on position ."
"8";"1";"go to air conditioner ."
"8";"2";"press power button to on ."
"8";"3";"set temperature ."
"9";"1";"find the air conditioner ."
"9";"2";"find the air conditioner s power switch ."
"9";"3";"turn the switch to the on position ."
"10";"1";"move to the thermostat ."
"10";"2";"press the switch on the thermostat to turn on the air conditioner ."
"10";"3";"move the lever on the thermostat to a cooler temperature ."
"11";"1";"move to the air conditioner ."
"11";"2";"plug the air conditioner s power cord into an electrical outlet ."
"11";"3";"find the air conditioner s power switch ."
"11";"4";"turn the switch to the on position ."
"12";"1";"go to the thermostat ."
"12";"2";"push the switch to air ."
"12";"3";"set the temperature ."
"13";"1";"go to control panel ."
"13";"2";"set air conditioner to correct temperature ."
"13";"3";"move switch to on ."
"14";"1";"walk to the thermostat ."
"14";"2";"make sure it is switched to cool ."
"14";"3";"turn the dial to the desired temperature ."
"15";"1";"look for the air conditioner ."
"15";"2";"get the remote ."
"15";"3";"think what setting would you like ."
"15";"4";"set the timer ."
"15";"5";"set the thermostat ."
"15";"6";"swing the fan ."
"15";"7";"take a last look if everything is set correctly ."
"16";"1";"walk over to air conditioner controls ."
"16";"2";"turn switch to on position ."
"17";"1";"find the air conditioner controls ."
"17";"2";"flip switch on air conditioner controls ."
"18";"1";"walk to the airconditioner ."
"18";"2";"find the control panel ."
"18";"3";"find the power button ."
"18";"4";"reach out towards the button ."
"18";"5";"place finger on the button ."
"18";"6";"press the button ."
"18";"7";"take finger off button ."
"19";"1";"push the on button ."
"20";"1";"push the on button ."
"21";"1";"walk to air conditioner ."
"21";"2";"press the 'on' button ."
"22";"1";"locate the remote control of the air conditioner ."
"22";"2";"press the on button ."
"23";"1";"go to air conditioner switch ."
"23";"2";"turn on ."
"24";"1";"go to air conditioner switch ."
"24";"2";"turn on ."
"25";"1";"plug in the ac ."
"25";"2";"switch on the supply ."
"25";"3";"switch on the ac ."
"26";"1";"plug in the ac ."
"26";"2";"switch on the supply ."
"26";"3";"switch on the ac ."
"27";"1";"locate air conditioner ."
"27";"2";"find on/off switch ."
"27";"3";"operate switch to turn on ."
"28";"1";"open the vents ."
"28";"2";"turn the knob on the vent to high ."
"29";"1";"pickup remote ."
"29";"2";"press on/off button ."
"29";"3";"select temperature ."
"30";"1";"walk over to air conditioner ."
"30";"2";"press the on button ."
"30";"3";"make sure temperature control is set correctly ."
"31";"1";"turn knob on air conditioner unit to 'cool' ."
"31";"2";"turn knob on air conditioner unit to 'on' ."
"32";"1";"walk to thermostat ."
"32";"2";"switch to aircondintioning mode ."
"32";"3";"adust temperature ."
"33";"1";"walk to thermostat ."
"33";"2";"switch to aircondintioning mode ."
"33";"3";"adust temperature ."
"34";"1";"walk to thermostat ."
"34";"2";"switch to aircondintioning mode ."
"34";"3";"adust temperature ."
"35";"1";"set temperature to desired temperature ."
"35";"2";"turn fan on ."
"35";"3";"press a/c button ."
"36";"1";"set temperature to desired temperature ."
"36";"2";"turn fan on ."
"36";"3";"press a/c button ."
"37";"1";"set temperature to desired temperature ."
"37";"2";"turn fan on ."
"37";"3";"press a/c button ."
"38";"1";"set temperature to desired temperature ."
"38";"2";"turn fan on ."
"38";"3";"press a/c button ."
"39";"1";"go towards air conditioner ."
"39";"2";"stop in front of air conditioner ."
"39";"3";"plug air conditioner into wall ."
"39";"4";"locate on button ."
"39";"5";"reach for on button ."
"39";"6";"turn or press on button ."
"39";"7";"adjust to desired temperature ."
"40";"1";"approach air conditioner ."
"40";"2";"turn dial to 'on' ."
"41";"1";"look at thermostat ."
"41";"2";"turn on fan ."
"41";"3";"set temperature ."
"41";"4";"click ok ."
"42";"1";"find the air conditioner ."
"42";"2";"find the on buttom ."
"42";"3";"press it ."
"43";"1";"find the air conditioner ."
"43";"2";"find the on buttom ."
"43";"3";"press it ."
"44";"1";"find the air conditioner ."
"44";"2";"find the on buttom ."
"44";"3";"press it ."
"45";"1";"set temperature ."
"45";"2";"press on ."
"46";"1";"set temperature ."
"46";"2";"press on ."
"47";"1";"find 'on/off' button ."
"47";"2";"turn to the 'on' position ."
"48";"1";"walk over to ac unit ."
"48";"2";"press button to turn ac on ."
"49";"1";"walk over to ac unit ."
"49";"2";"press button to turn ac on ."
"50";"1";"go to air conditioner ."
"50";"2";"put hand on control knob ."
"50";"3";"turn knob to desired setting ."
"51";"1";"go to air conditioner ."
"51";"2";"put hand on control knob ."
"51";"3";"turn knob to desired setting ."
"52";"1";"go to air conditioner ."
"52";"2";"put hand on control knob ."
"52";"3";"turn knob to desired setting ."
"53";"1";"plug in air conditioner ."
"53";"2";"turn knob to on ."
"54";"1";"plug in air conditioner ."
"54";"2";"turn knob to on ."
"55";"1";"plug in air conditioner ."
"55";"2";"turn knob to on ."
"56";"1";"plug in air conditioner ."
"56";"2";"turn knob to on ."
"57";"1";"plug in air conditioner ."
"57";"2";"turn knob to on ."
"58";"1";"plug in air conditioner ."
"58";"2";"turn knob to on ."
"59";"1";"turn knob to on ."
"60";"1";"locate the air conditioner ."
"60";"2";"approach the air conditioner ."
"60";"3";"find the 'on' button ."
"60";"4";"press the 'on' button ."
