"1";"1";"walk around kitchen noting what is in low supply ."
"1";"2";"write these items on shopping list ."
"2";"1";"find pen ."
"2";"2";"find paper ."
"2";"3";"write items needed on paper ."
"3";"1";"think about what you want to eat ."
"3";"2";"write down each ingredient ."
"4";"1";"for each object to be bought ."
"4";"2";"write down the object on paper ."
"5";"1";"check what you need ."
"5";"2";"write down each item you need ."
"6";"1";"brainstorm on what it is you need from the store ."
"6";"2";"get a piece of paper/pad ."
"6";"3";"get a pencil/pen ."
"6";"4";"write down the items that you decided that you needed ."
"7";"1";"take a pen ."
"7";"2";"take a piece of paper ."
"7";"3";"think about things you want to buy ."
"7";"4";"write down the name of those things on the paper ."
"8";"1";"get paper ."
"8";"2";"get pencil ."
"8";"3";"write down items to buy ."
"8";"4";"until no more items ."
"9";"1";"think of things you need to buy ."
"9";"2";"find a piece of paper ."
"9";"3";"find a writing instrument ."
"9";"4";"write the list of things to buy on the paper ."
"10";"1";"find a pen ."
"10";"2";"find some paper ."
"10";"3";"think of things you need at the shops ."
"10";"4";"write all the things you thought of in a column down the page ."
"11";"1";"find a piece of paper ."
"11";"2";"find a pen or pencil ."
"11";"3";"think of the things you need to buy ."
"11";"4";"write these things on the paper with the pen or pencil ."
"12";"1";"determine what is needed in a household ."
"12";"2";"record all items that need purchased ."
"12";"3";"print list onto paper so it can be carried in the store ."
"13";"1";"get a pen ."
"13";"2";"get some paper ."
"13";"3";"make a list of needed things on the paper ."
"14";"1";"get a piece of paper ."
"14";"2";"write down food to buy ."
"15";"1";"think of desired dinners ."
"15";"2";"find ingredients ."
"15";"3";"write down ingredients ."
"15";"4";"write down other desired goods ."
"15";"5";"sort all products ."
"15";"6";"write down final list ."
"16";"1";"define meals for next period ."
"16";"2";"write down ingredients ."
"16";"3";"define out of stock items ."
"16";"4";"add items to the list ."
"16";"5";"sort items on type ."
"17";"1";"determine what is needed ."
"17";"2";"determine what is on hand ."
"17";"3";"when what is needed is not on hand it goes on the shopping list ."
"18";"1";"inventory groceries in house ."
"18";"2";"identify groceries that need to be purchased ."
"18";"3";"write down groceries that need to be purchased ."
"19";"1";"inventory groceries in house ."
"19";"2";"identify groceries that need to be purchased ."
"19";"3";"write down groceries that need to be purchased ."
"20";"1";"determine what you need ."
"20";"2";"write them on a shopping list ."
"21";"1";"finding out what you need ."
"21";"2";"getting a pen ."
"21";"3";"getting paper ."
"21";"4";"writing it down ."
"22";"1";"finding out what you need ."
"22";"2";"getting a pen ."
"22";"3";"getting paper ."
"22";"4";"writing it down ."
"23";"1";"finding out what you need ."
"23";"2";"getting a pen ."
"23";"3";"getting paper ."
"23";"4";"writing it down ."
"24";"1";"finding out what you need ."
"24";"2";"getting a pen ."
"24";"3";"getting paper ."
"24";"4";"writing it down ."
"25";"1";"finding out what you need ."
"25";"2";"getting a pen ."
"25";"3";"getting paper ."
"25";"4";"writing it down ."
"26";"1";"finding out what you need ."
"26";"2";"getting a pen ."
"26";"3";"getting paper ."
"26";"4";"writing it down ."
"27";"1";"finding out what you need ."
"27";"2";"getting a pen ."
"27";"3";"getting paper ."
"27";"4";"writing it down ."
"28";"1";"finding out what you need ."
"28";"2";"getting a pen ."
"28";"3";"getting paper ."
"28";"4";"writing it down ."
"29";"1";"finding out what you need ."
"29";"2";"getting a pen ."
"29";"3";"getting paper ."
"29";"4";"writing it down ."
"30";"1";"look through the cupboards ."
"30";"2";"look through the refrigerator ."
"30";"3";"make a list of what is needed ."
"31";"1";"get paper ."
"31";"2";"get pen ."
"31";"3";"decide what you need to buy ."
"31";"4";"write down what you need to buy ."
"32";"1";"take a piece of paper ."
"32";"2";"get a pencil or pen ."
"32";"3";"write down on the paper what you need from the store ."
"33";"1";"think of what is missing ."
"33";"2";"write each item down on paper ."
"34";"1";"identify what is needed ."
"34";"2";"write list on sheet of paper ."
"35";"1";"get pen ."
"35";"2";"get paper ."
"35";"3";"look in cupboards / fridge / freezer ."
"35";"4";"write down required items ."
"36";"1";"get pen ."
"36";"2";"get paper ."
"36";"3";"look in cupboards / fridge / freezer ."
"36";"4";"write down required items ."
"37";"1";"take the paper ."
"37";"2";"take the pen ."
"37";"3";"write down everything you need ."
"38";"1";"check what you need ."
"38";"2";"add items to list ."
"39";"1";"get a paper and pen ."
"39";"2";"look in cupboards to see ehat is needed ."
"39";"3";"write names of items needed on paper ."
"40";"1";"obtain paper pad ."
"40";"2";"determine items required ."
"40";"3";"write items on paper ."
"41";"1";"obtain paper pad ."
"41";"2";"determine items required ."
"41";"3";"write items on paper ."
"42";"1";"obtain paper pad ."
"42";"2";"determine items required ."
"42";"3";"write items on paper ."
"43";"1";"note missing groceries ."
"43";"2";"right missing groceries on paper ."
"44";"1";"note missing groceries ."
"44";"2";"right missing groceries on paper ."
"45";"1";"note missing groceries ."
"45";"2";"right missing groceries on paper ."
"46";"1";"think of what groceries i need ."
"46";"2";"write it down on paper ."
"47";"1";"think of what groceries i need ."
"47";"2";"write it down on paper ."
"48";"1";"think of what groceries i need ."
"48";"2";"write it down on paper ."
"49";"1";"think of different items ."
"49";"2";"write items on paper ."
"50";"1";"think of different items ."
"50";"2";"write items on paper ."
