file_id	score
ironing laundry.new.xml.51	0.337595110369
ironing laundry.new.xml.52	0.320399422381
ironing laundry.new.xml.91	0.308479692589
ironing laundry.new.xml.48	0.301214642633
iron_clothes.xml.6	0.293263568978
ironing laundry.new.xml.41	0.28576028651
ironing laundry.new.xml.53	0.284025807319
ironing laundry.new.xml.54	0.282967710283
iron_clothes.xml.27	0.282708883638
ironing laundry.new.xml.99	0.281692923755
ironing laundry.new.xml.19	0.278751945214
iron_clothes.xml.8	0.276936272522
ironing laundry.new.xml.70	0.275510492142
ironing laundry.new.xml.64	0.274726187024
doing laundry.new.xml.88	0.274376711826
ironing laundry.new.xml.34	0.273612004044
iron_clothes.xml.23	0.269116487765
ironing laundry.new.xml.40	0.267990392085
ironing laundry.new.xml.88	0.265442134228
iron_clothes.xml.9	0.263649501797
ironing laundry.new.xml.96	0.263591932947
ironing laundry.new.xml.77	0.263094276991
ironing laundry.new.xml.84	0.261197738379
iron_clothes.xml.29	0.258562378754
ironing laundry.new.xml.15	0.258226874881
ironing laundry.new.xml.1	0.257165929155
ironing laundry.new.xml.17	0.257124103574
iron_clothes.xml.16	0.256765510539
iron_clothes.xml.17	0.256765510539
iron_clothes.xml.18	0.256765510539
iron_clothes.xml.19	0.256765510539
iron_clothes.xml.20	0.256765510539
iron_clothes.xml.21	0.256765510539
iron_clothes.xml.7	0.255183695692
iron_clothes.xml.3	0.254241429611
ironing laundry.new.xml.60	0.253944843052
iron_clothes.xml.4	0.252878761648
doing laundry.new.xml.63	0.251756616408
ironing laundry.new.xml.80	0.251349765659
ironing laundry.new.xml.55	0.250946450069
ironing laundry.new.xml.93	0.250292113446
iron_clothes.xml.38	0.247926867376
ironing laundry.new.xml.86	0.247631273897
ironing laundry.new.xml.5	0.243232105109
fold_clothes.xml.20	0.243115517099
ironing laundry.new.xml.57	0.24278966583
wash_clothes.xml.39	0.241621899421
iron_clothes.xml.10	0.241430115075
ironing laundry.new.xml.37	0.241098109511
ironing laundry.new.xml.18	0.240491242422
ironing laundry.new.xml.79	0.23944364462
iron_filtered.xml.10	0.239090082827
ironing laundry.new.xml.38	0.237911557164
iron_clothes.xml.2	0.236923541754
ironing laundry.new.xml.89	0.236362212728
ironing laundry.new.xml.83	0.235344236028
ironing laundry.new.xml.22	0.234702643223
iron_filtered.xml.11	0.2327076186
ironing laundry.new.xml.78	0.231101832004
ironing laundry.new.xml.8	0.230638666297
ironing laundry.new.xml.12	0.230404581788
ironing laundry.new.xml.59	0.229813436739
ironing laundry.new.xml.7	0.228234728774
doing laundry.new.xml.96	0.227917396642
doing laundry.new.xml.84	0.227897726392
ironing laundry.new.xml.72	0.22732904811
ironing laundry.new.xml.2	0.226575059895
doing laundry.new.xml.49	0.226503545306
doing laundry.new.xml.34	0.226383671525
iron_clothes.xml.13	0.226301909062
ironing laundry.new.xml.13	0.226119813814
doing laundry.new.xml.78	0.225917134514
ironing laundry.new.xml.0	0.225649205673
ironing laundry.new.xml.45	0.225084508375
doing laundry.new.xml.93	0.224773840186
ironing laundry.new.xml.92	0.2247203771
doing laundry.new.xml.41	0.224248627338
ironing laundry.new.xml.10	0.22396513616
ironing laundry.new.xml.49	0.221888250087
ironing laundry.new.xml.50	0.221534277647
ironing laundry.new.xml.42	0.22119892426
doing laundry.new.xml.16	0.219957673941
ironing laundry.new.xml.98	0.219748960272
ironing laundry.new.xml.29	0.218788772985
iron_filtered.xml.8	0.218555669827
iron_clothes.xml.12	0.218207554778
ironing laundry.new.xml.14	0.21792772576
ironing laundry.new.xml.44	0.216438545517
ironing laundry.new.xml.39	0.215302722404
ironing laundry.new.xml.36	0.214906383397
do_laundry.xml.5	0.214726743435
wash_clothes.xml.44	0.214260494848
iron_clothes.xml.35	0.213162893572
iron_clothes.xml.36	0.213162893572
iron_clothes.xml.37	0.213162893572
iron_clothes.xml.14	0.210280572302
iron_clothes.xml.11	0.20990687812
doing laundry.new.xml.29	0.208375815935
ironing laundry.new.xml.73	0.20713338149
ironing laundry.new.xml.3	0.206766524629
doing laundry.new.xml.74	0.20628232032
ironing laundry.new.xml.46	0.206265107289
wash_clothes.xml.23	0.206120883362
ironing laundry.new.xml.71	0.205199531981
do_laundry.xml.44	0.205113852674
doing laundry.new.xml.25	0.204979234242
wash_clothes.xml.35	0.204849711472
doing laundry.new.xml.28	0.204632935181
do_laundry.xml.61	0.204280053161
ironing laundry.new.xml.23	0.202374627409
doing laundry.new.xml.70	0.201887172149
ironing laundry.new.xml.32	0.20176767664
doing laundry.new.xml.3	0.201311275301
ironing laundry.new.xml.16	0.20047895674
ironing laundry.new.xml.25	0.20010292982
iron_filtered.xml.13	0.199236154612
doing laundry.new.xml.11	0.198926356489
wash_clothes.xml.21	0.198545464262
ironing laundry.new.xml.47	0.198441700875
ironing laundry.new.xml.75	0.198013147752
ironing laundry.new.xml.63	0.197050517455
doing laundry.new.xml.76	0.19649978034
ironing laundry.new.xml.69	0.196055788437
hang_clothes.xml.40	0.194716626641
ironing laundry.new.xml.85	0.194117818811
doing laundry.new.xml.98	0.193910508426
iron_filtered.xml.7	0.193484017028
iron_clothes.xml.24	0.193152855827
iron_clothes.xml.25	0.193152855827
iron_clothes.xml.26	0.193152855827
ironing laundry.new.xml.97	0.191780090196
ironing laundry.new.xml.61	0.190998946233
ironing laundry.new.xml.31	0.190808014548
ironing laundry.new.xml.66	0.188728670758
doing laundry.new.xml.95	0.188091632029
ironing laundry.new.xml.62	0.187962553671
do_laundry.xml.7	0.187927428431
iron_filtered.xml.15	0.187742228748
doing laundry.new.xml.43	0.187606695181
iron_clothes.xml.22	0.186031646202
doing laundry.new.xml.53	0.185350725709
ironing laundry.new.xml.58	0.185018623251
ironing laundry.new.xml.56	0.18350836589
dry_clothes.xml.6	0.18314293578
doing laundry.new.xml.91	0.182591112868
wash_clothes.xml.2	0.182424360686
wash_clothes.xml.40	0.182177574668
wash_clothes.xml.41	0.182177574668
ironing laundry.new.xml.24	0.182126651482
ironing laundry.new.xml.87	0.18210248955
ironing laundry.new.xml.67	0.18172474028
doing laundry.new.xml.21	0.181371406467
ironing laundry.new.xml.21	0.180846637666
ironing laundry.new.xml.90	0.180370183916
ironing laundry.new.xml.82	0.179916844183
doing laundry.new.xml.66	0.179889556771
wash_clothes.xml.48	0.179718834534
wash_clothes.xml.13	0.179715876546
doing laundry.new.xml.67	0.179678014173
lock_up_the_house.xml.17	0.178983992027
doing laundry.new.xml.39	0.178916706084
ironing laundry.new.xml.95	0.178874410246
ironing laundry.new.xml.33	0.178286989937
clean_the_dishes.xml.2	0.177735116361
iron_clothes.xml.15	0.175865860337
iron_clothes.xml.39	0.175725519039
do_laundry.xml.8	0.175259734775
iron_filtered.xml.9	0.175223790209
taking a shower.new.xml.52	0.174043634481
iron_filtered.xml.2	0.173977493124
iron_filtered.xml.19	0.173259894929
doing laundry.new.xml.71	0.17305273825
iron_clothes.xml.5	0.173006060538
doing laundry.new.xml.61	0.172951403776
doing laundry.new.xml.90	0.170739333529
doing laundry.new.xml.97	0.169383063063
